crop,area,rainfall,pesticide,soil_ph,fertilizer,temperature,yield
Jute,15.26,2025.04,2.09,6.96,183.96,32.02,3.66
Jute,51.05,1664.37,0.65,6.83,156.66,30.4,2.36
Jute,76.79,1777.96,0.73,6.38,111.09,28.27,2.71
Jute,80.75,1985.05,1.4,6.46,174.81,32.73,3.35
Jute,63.22,2039.85,2.23,6.51,222.77,25.93,2.74
Jute,64.3,1507.91,1.28,6.04,103.84,32.49,2.55
Jute,17.49,1540.0,0.73,6.4,140.56,33.24,3.1
Jute,57.07,1686.49,1.77,6.86,145.47,29.7,3.47
Jute,14.04,2270.32,2.19,6.7,249.79,33.05,4.3
Jute,43.74,2441.16,0.7,6.71,180.97,30.69,3.53
Jute,60.64,1669.3,1.22,6.78,203.85,32.53,2.42
Jute,93.81,1919.85,1.53,6.38,122.48,25.77,3.14
Jute,17.1,2101.91,1.13,6.57,238.96,30.09,3.18
Jute,12.58,2325.87,1.66,6.89,126.85,25.09,3.22
Jute,26.57,2343.49,1.78,6.56,167.79,31.81,3.74
Jute,24.37,1967.64,2.27,6.96,215.78,30.53,3.2
Jute,45.25,1868.66,1.64,6.14,198.58,30.17,2.63
Jute,18.77,2211.34,2.05,6.13,163.31,24.84,3.25
Jute,87.47,2206.88,2.21,6.24,241.64,29.1,3.58
Jute,19.11,2044.35,1.06,6.83,174.18,32.4,2.66
Jute,82.44,2086.05,1.48,6.58,137.6,25.94,2.89
Jute,9.17,2493.26,2.1,6.36,132.15,24.23,2.96
Jute,81.93,1662.42,2.27,7.48,130.51,31.98,2.92
Jute,59.64,1595.21,1.38,7.28,178.07,30.72,3.87
Jute,53.83,1824.48,2.09,6.27,104.53,30.71,2.82
Jute,90.24,1699.28,1.47,7.11,166.03,32.17,3.18
Jute,46.6,1856.45,0.98,7.29,110.47,33.3,2.32
Jute,18.9,1512.93,1.22,6.22,156.28,33.29,2.05
Coffee,48.01,1922.3,1.03,5.78,342.17,21.79,1.29
Coffee,79.67,2277.55,1.92,5.76,320.7,24.03,2.59
Coffee,34.64,2292.84,0.96,5.04,295.5,15.97,2.19
Coffee,51.39,1870.94,1.77,5.03,325.93,27.47,1.28
Coffee,27.47,1530.32,1.57,5.05,194.57,27.25,2.22
Coffee,57.58,1815.57,1.73,5.69,332.8,16.36,2.33
Coffee,73.12,2110.91,2.12,6.02,349.88,15.97,1.79
Coffee,46.91,2075.19,2.25,5.48,199.38,25.69,2.66
Coffee,68.11,1865.93,0.77,5.59,214.61,26.59,2.12
Coffee,71.5,1970.31,0.61,5.21,245.21,25.5,1.7
Coffee,23.18,1878.68,1.56,5.6,229.45,20.74,2.13
Coffee,67.76,2196.37,1.09,6.49,182.0,17.43,2.33
Coffee,12.21,2311.2,0.64,5.86,184.98,15.87,2.32
Coffee,2.34,1905.27,1.37,6.48,262.88,16.16,2.55
Coffee,8.92,2103.42,2.35,6.1,332.92,18.64,2.2
Coffee,74.16,1834.41,0.54,6.13,279.78,26.98,2.69
Coffee,23.84,2272.59,1.44,5.53,251.49,27.12,2.59
Coffee,28.09,2286.49,2.44,5.37,215.26,15.17,1.96
Coffee,41.42,1742.74,2.03,6.11,196.48,15.25,1.7
Coffee,20.94,1519.06,1.62,5.92,334.73,22.06,2.93
Coffee,33.85,1592.64,0.86,6.24,233.95,16.25,1.48
Coffee,78.56,1840.37,2.45,5.04,155.19,18.63,1.96
Coffee,59.16,2481.41,0.7,5.91,245.43,24.29,2.59
Coffee,22.81,2106.64,0.61,5.37,303.9,24.37,2.45
Coffee,35.18,1687.28,0.58,5.16,185.33,26.37,1.39
Coffee,14.03,1849.87,2.45,5.57,304.96,22.84,1.17
Coffee,15.35,1815.15,1.6,5.98,170.99,21.57,1.28
Coffee,63.56,2469.56,1.07,5.68,277.95,25.23,1.77
Coffee,23.9,2169.85,1.01,5.18,297.19,15.59,1.58
Coffee,67.53,1949.57,0.76,5.38,302.75,25.95,2.43
Coffee,20.5,2296.23,1.92,5.73,164.58,18.4,1.94
Coffee,13.03,2046.33,1.69,5.28,202.25,16.79,1.29
Coffee,47.19,1823.92,2.26,6.41,335.41,21.25,2.91
Coffee,24.15,2183.2,1.58,6.41,328.53,16.08,2.7
Coffee,54.22,1942.75,0.69,5.76,236.57,26.28,1.34
Coffee,62.14,1543.97,1.38,6.24,215.64,17.39,1.68
Coffee,35.63,2385.89,0.82,6.49,258.32,27.83,2.93
Coffee,74.75,2346.02,2.05,5.22,346.83,15.42,2.33
Coffee,44.74,1669.27,2.38,6.18,235.32,15.75,1.13
Coffee,21.15,2036.48,1.11,5.14,343.66,23.59,2.97
Coffee,27.75,1560.49,1.54,6.09,293.06,25.51,2.75
Coffee,8.11,2420.43,0.61,5.73,182.56,22.77,1.26
Coffee,68.9,1981.7,2.18,5.79,173.16,27.42,1.6
Coffee,58.4,1596.86,1.21,5.48,197.09,16.71,2.13
Coffee,18.64,1875.88,1.63,5.96,283.04,23.34,2.05
Coffee,55.51,1628.3,2.44,6.49,164.48,18.26,2.51
Coffee,77.22,2451.24,0.54,6.43,254.1,19.05,3.32
Coffee,50.99,1548.32,1.69,6.17,321.81,24.38,2.02
Coffee,42.81,2497.42,1.15,5.65,204.29,26.38,1.54
Coffee,40.89,2230.94,0.53,5.37,199.06,24.39,2.64
Coffee,63.75,2169.28,0.64,5.36,250.2,26.97,1.68
Coffee,3.57,2466.89,2.17,5.25,178.65,23.79,2.24
Coffee,44.75,2429.08,1.57,6.24,263.33,24.63,1.87
Coffee,32.38,1601.77,0.68,6.28,178.77,16.47,0.98
Coffee,51.65,2484.25,2.28,5.12,267.83,24.72,2.41
Coffee,40.58,2330.03,2.15,5.31,185.16,15.85,1.44
Coffee,52.05,1974.36,1.68,5.28,253.19,26.78,1.35
Coffee,8.68,2140.72,1.41,6.05,325.83,16.99,3.19
Coffee,74.9,1871.57,1.45,5.38,156.0,24.21,1.61
Coffee,5.26,1748.07,1.5,5.37,254.91,22.27,2.53
Coffee,50.86,1587.33,1.88,5.89,209.6,23.26,1.4
Coffee,31.05,1729.1,0.96,6.04,214.45,23.52,1.3
Coffee,25.14,2374.03,2.37,5.54,295.92,19.63,2.69
Coffee,32.91,2110.92,0.82,5.4,200.3,24.32,2.34
Coffee,46.91,2428.95,0.85,6.02,305.54,25.96,2.67
Coffee,66.6,1698.18,2.14,6.23,237.67,15.4,2.33
Coffee,2.65,2326.97,1.82,5.35,244.76,23.98,2.4
Coffee,33.43,2461.73,1.01,5.48,341.01,26.75,2.36
Coffee,30.94,1694.0,1.18,6.23,245.3,18.15,2.52
Coffee,56.74,2416.14,0.56,5.48,278.59,15.49,1.99
Coffee,11.25,2159.46,1.62,6.33,280.3,16.63,2.62
Coffee,75.88,2491.79,2.49,5.6,233.22,27.67,2.06
Coffee,15.64,2164.13,1.75,5.93,229.74,16.98,1.83
Coffee,15.34,1859.64,0.71,5.43,293.31,26.58,1.83
Coffee,42.64,2418.36,0.71,5.91,316.99,23.91,2.91
Coffee,73.8,1941.63,0.64,5.17,347.9,16.35,2.15
Coffee,31.91,1562.05,1.8,6.3,232.56,24.27,1.21
Coffee,21.92,2358.87,1.73,5.19,306.62,18.43,1.56
Coffee,13.07,2343.38,0.54,5.29,264.11,24.99,2.15
Coffee,41.15,1790.67,2.49,6.23,340.91,26.72,2.49
Coffee,67.72,2438.28,0.94,5.11,208.9,25.84,2.24
Coffee,37.94,1738.11,1.14,5.27,205.13,16.72,1.22
Coffee,25.35,1831.33,0.58,6.44,243.16,20.77,2.58
Coffee,8.47,2115.65,0.77,6.06,259.58,23.98,2.27
Coffee,6.91,1991.23,1.41,5.81,170.67,23.39,1.18
Coffee,23.49,1943.36,2.48,5.94,334.77,23.99,2.59
Coffee,66.86,1953.22,2.1,5.05,349.75,23.36,2.58
Coffee,28.23,2263.41,0.54,5.01,183.31,26.31,2.32
Coffee,79.78,2073.08,0.92,5.04,168.69,18.19,1.37
Coffee,10.94,1916.51,1.29,6.31,170.41,25.27,1.36
Coffee,64.71,1807.04,1.59,6.38,252.64,21.69,1.38
Coffee,46.31,1830.17,2.19,6.3,236.4,21.95,2.59
Coffee,48.87,1949.97,1.5,5.55,308.78,16.51,1.31
Coffee,32.3,2403.18,0.78,5.86,154.04,19.36,2.59
Coffee,51.47,1760.63,2.28,5.31,292.91,16.83,2.24
Coffee,12.77,1697.62,1.24,5.03,274.31,17.43,2.25
Coffee,46.6,1607.59,1.55,6.37,313.12,21.06,1.5
Coffee,58.68,1737.01,2.06,5.43,162.32,23.47,1.41
Coffee,28.87,1596.74,1.07,5.99,209.66,27.7,1.28
Coffee,67.45,1555.67,0.97,5.83,237.74,21.93,1.93
